Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (6, 10),Legal actions: ['South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 5), (24, 14)],Ghosts distances: [None, None, 16, 22]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 5), (24, 14)],Ghosts distances: [None, None, 18, 23]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 6), (24, 14)],Ghosts distances: [None, None, 16, 25]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 6), (25, 14)],Ghosts distances: [None, None, 15, 25]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 6), (24, 14)],Ghosts distances: [None, None, 14, 25]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (19, 6), (25, 14)],Ghosts distances: [None, None, 16, 23]
Pacman position: (6, 10),Legal actions: ['South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (20, 6), (24, 14)],Ghosts distances: [None, None, 18, 23]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (21, 6), (25, 14)],Ghosts distances: [None, None, 20, 25]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (20, 6), (25, 15)],Ghosts distances: [None, None, 18, 26]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (21, 6), (25, 15)],Ghosts distances: [None, None, 18, 26]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (20, 6), (24, 15)],Ghosts distances: [None, None, 16, 24]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (20, 5), (24, 14)],Ghosts distances: [None, None, 18, 24]
Pacman position: (6, 10),Legal actions: ['South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (20, 6), (24, 15)],Ghosts distances: [None, None, 18, 22]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (19, 6), (23, 15)],Ghosts distances: [None, None, 18, 22]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (20, 6), (23, 14)],Ghosts distances: [None, None, 18, 24]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (19, 6), (24, 14)],Ghosts distances: [None, None, 16, 26]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 6), (24, 15)],Ghosts distances: [None, None, 14, 24]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (19, 6), (24, 14)],Ghosts distances: [None, None, 16, 23]
Pacman position: (6, 10),Legal actions: ['South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 6), (24, 14)],Ghosts distances: [None, None, 16, 21]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (19, 6), (23, 14)],Ghosts distances: [None, None, 18, 23]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (19, 6), (23, 15)],Ghosts distances: [None, None, 17, 25]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (19, 5), (24, 15)],Ghosts distances: [None, None, 17, 27]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 5), (24, 16)],Ghosts distances: [None, None, 15, 25]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 5), (24, 15)],Ghosts distances: [None, None, 15, 23]
Pacman position: (6, 10),Legal actions: ['South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (24, 14)],Ghosts distances: [None, None, 15, 23]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (25, 14)],Ghosts distances: [None, None, 15, 23]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (15, 6), (25, 13)],Ghosts distances: [None, None, 13, 24]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (14, 6), (25, 13)],Ghosts distances: [None, None, 11, 25]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (14, 6), (25, 13)],Ghosts distances: [None, None, 10, 24]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (15, 6), (25, 13)],Ghosts distances: [None, None, 12, 24]
Pacman position: (6, 10),Legal actions: ['South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (25, 14)],Ghosts distances: [None, None, 14, 24]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (25, 15)],Ghosts distances: [None, None, 15, 25]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (25, 15)],Ghosts distances: [None, None, 14, 27]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 16)],Ghosts distances: [None, None, 14, 29]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 5), (25, 17)],Ghosts distances: [None, None, 14, 28]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (25, 17)],Ghosts distances: [None, None, 14, 27]
Pacman position: (6, 10),Legal actions: ['South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (25, 17)],Ghosts distances: [None, None, 14, 26]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (25, 17)],Ghosts distances: [None, None, 15, 27]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (25, 17)],Ghosts distances: [None, None, 14, 29]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (15, 6), (25, 18)],Ghosts distances: [None, None, 12, 30]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (14, 6), (25, 18)],Ghosts distances: [None, None, 10, 28]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (15, 6), (24, 18)],Ghosts distances: [None, None, 12, 27]
Pacman position: (6, 10),Legal actions: ['South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (24, 18)],Ghosts distances: [None, None, 14, 27]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (25, 18)],Ghosts distances: [None, None, 15, 27]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (24, 18)],Ghosts distances: [None, None, 15, 27]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (23, 18)],Ghosts distances: [None, None, 13, 29]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (24, 18)],Ghosts distances: [None, None, 12, 28]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (24, 18)],Ghosts distances: [None, None, 14, 26]
Pacman position: (6, 10),Legal actions: ['South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (23, 18)],Ghosts distances: [None, None, 14, 26]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (24, 18)],Ghosts distances: [None, None, 15, 27]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [13, 25, 28, 29]
Pacman position: (1, 17),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(4, 9), (11, 4), (17, 5), (25, 13)],Ghosts distances: [11, 23, 28, 28]
Pacman position: (1, 16),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(4, 8), (11, 4), (17, 5), (25, 13)],Ghosts distances: [11, 22, 27, 26]
Pacman position: (1, 15),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 8), (11, 3), (17, 5), (25, 14)],Ghosts distances: [11, 22, 26, 24]
Pacman position: (1, 14),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 8), (11, 3), (18, 5), (24, 14)],Ghosts distances: [10, 21, 26, 22]
Pacman position: (1, 13),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 8), (11, 3), (18, 6), (23, 14)],Ghosts distances: [10, 20, 24, 22]
Pacman position: (1, 12),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 9), (10, 3), (19, 6), (22, 14)],Ghosts distances: [8, 18, 24, 24]
Pacman position: (2, 12),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (18, 6), (23, 14)],Ghosts distances: [6, 18, 22, 23]
Pacman position: (3, 12),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 9), (10, 3), (17, 6), (23, 14)],Ghosts distances: [6, 16, 20, 23]
Pacman position: (4, 12),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 9), (10, 4), (17, 6), (24, 14)],Ghosts distances: [5, 14, 19, 23]
Pacman position: (5, 12),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 8), (9, 4), (18, 6), (25, 14)],Ghosts distances: [5, 12, 19, 23]
Pacman position: (6, 12),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 8), (10, 4), (19, 6), (25, 15)],Ghosts distances: [4, 12, 19, 23]
Pacman position: (7, 12),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 9), (9, 4), (19, 6), (25, 16)],Ghosts distances: [4, 10, 18, 21]
Pacman position: (8, 12),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 9), (9, 5), (20, 6), (24, 16)],Ghosts distances: [5, 8, 18, 20]
Pacman position: (8, 11),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (9, 6), (20, 6), (24, 16)],Ghosts distances: [5, 6, 17, 22]
Pacman position: (8, 10),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 9), (9, 5), (19, 6), (25, 16)],Ghosts distances: [3, 6, 15, 23]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (9, 5), (20, 6), (25, 16)],Ghosts distances: [3, 5, 15, 25]
Pacman position: (8, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 8), (9, 6), (19, 6), (25, 17)],Ghosts distances: [3, 3, 13, 26]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 8), (9, 5), (18, 6), (25, 17)],Ghosts distances: [3, 3, 11, 26]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 8), (9, 6), (17, 6), (25, 16)],Ghosts distances: [5, 1, 9, 26]
Pacman position: (9, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, False, True, True],Ghosts positions: [(5, 9), (3, 1), (18, 6), (25, 15)],Ghosts distances: [7, None, 9, 25]
Pacman position: (9, 7),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, False, True, True],Ghosts positions: [(5, 10), (3, 1), (17, 6), (25, 15)],Ghosts distances: [7, None, 9, 23]
Pacman position: (9, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, False, True, True],Ghosts positions: [(4, 10), (3, 1), (18, 6), (24, 15)],Ghosts distances: [7, None, 11, 23]
Pacman position: (9, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, False, True, True],Ghosts positions: [(5, 10), (3, 1), (18, 5), (25, 15)],Ghosts distances: [5, None, 13, 23]
Pacman position: (9, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, False, True, True],Ghosts positions: [(4, 10), (3, 1), (19, 5), (25, 16)],Ghosts distances: [5, None, 15, 23]
Pacman position: (9, 11),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, False, True, True],Ghosts positions: [(5, 10), (3, 1), (19, 6), (25, 17)],Ghosts distances: [5, None, 15, 21]
Pacman position: (8, 11),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, False, True, True],Ghosts positions: [(4, 10), (3, 1), (19, 6), (25, 16)],Ghosts distances: [5, None, 16, 22]
Pacman position: (8, 12),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, False, True, True],Ghosts positions: [(4, 10), (3, 1), (19, 5), (25, 16)],Ghosts distances: [6, None, 18, 20]
Pacman position: (7, 12),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, True, False, True, True],Ghosts positions: [(5, 10), (3, 1), (19, 6), (24, 16)],Ghosts distances: [4, None, 18, 20]
Pacman position: (1, 18),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (11, 3), (17, 6), (25, 13)],Ghosts distances: [13, 25, 28, 29]
Pacman position: (1, 17),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 10), (10, 3), (17, 6), (25, 13)],Ghosts distances: [11, 23, 27, 28]
Pacman position: (1, 16),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 10), (11, 3), (16, 6), (25, 13)],Ghosts distances: [10, 23, 25, 27]
Pacman position: (1, 15),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 9), (10, 3), (15, 6), (25, 13)],Ghosts distances: [10, 21, 23, 26]
Pacman position: (1, 14),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 9), (9, 3), (14, 6), (25, 13)],Ghosts distances: [10, 19, 21, 25]
Pacman position: (2, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 8), (8, 3), (14, 5), (25, 13)],Ghosts distances: [10, 17, 21, 24]
Pacman position: (3, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 8), (9, 3), (14, 6), (25, 13)],Ghosts distances: [8, 17, 19, 22]
Pacman position: (4, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(4, 8), (10, 3), (14, 6), (25, 14)],Ghosts distances: [6, 17, 18, 20]
Pacman position: (5, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(4, 7), (10, 4), (15, 6), (24, 14)],Ghosts distances: [8, 15, 18, 20]
Pacman position: (6, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 7), (10, 3), (16, 6), (24, 15)],Ghosts distances: [8, 15, 18, 20]
Pacman position: (7, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 7), (10, 4), (15, 6), (25, 15)],Ghosts distances: [8, 13, 16, 18]
Pacman position: (8, 14),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 7), (10, 3), (15, 6), (24, 15)],Ghosts distances: [9, 13, 15, 17]
Pacman position: (8, 13),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 8), (11, 3), (16, 6), (24, 15)],Ghosts distances: [7, 13, 15, 17]
Pacman position: (8, 12),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 8), (11, 3), (17, 6), (23, 15)],Ghosts distances: [6, 12, 15, 18]
Pacman position: (8, 11),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 8), (11, 3), (17, 5), (23, 15)],Ghosts distances: [5, 11, 15, 18]
Pacman position: (8, 10),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 7), (10, 3), (17, 4), (23, 14)],Ghosts distances: [5, 9, 15, 20]
Pacman position: (8, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 7), (9, 3), (17, 4), (23, 15)],Ghosts distances: [4, 7, 14, 22]
Pacman position: (8, 8),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 6), (9, 4), (17, 4), (23, 16)],Ghosts distances: [4, 5, 13, 22]
Pacman position: (8, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 6), (9, 4), (17, 4), (23, 15)],Ghosts distances: [3, 4, 12, 22]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(6, 6), (9, 4), (18, 4), (23, 14)],Ghosts distances: [2, 3, 12, 23]
Pacman position: (7, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (9, 4), (17, 4), (23, 14)],Ghosts distances: [None, 4, 12, 24]
Pacman position: (6, 6),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 4), (17, 4), (23, 14)],Ghosts distances: [None, 6, 13, 26]
Pacman position: (6, 7),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 4), (17, 4), (23, 15)],Ghosts distances: [None, 7, 14, 25]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 4), (18, 4), (23, 15)],Ghosts distances: [None, 9, 16, 25]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 4), (24, 15)],Ghosts distances: [None, 11, 16, 23]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 4), (17, 3), (23, 15)],Ghosts distances: [None, 11, 18, 25]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 4), (18, 3), (24, 15)],Ghosts distances: [None, 11, 20, 23]
Pacman position: (6, 10),Legal actions: ['South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 4), (18, 3), (23, 15)],Ghosts distances: [None, 11, 19, 21]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 4), (17, 3), (22, 15)],Ghosts distances: [None, 12, 19, 23]
Pacman position: (4, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 4), (22, 16)],Ghosts distances: [None, 14, 19, 23]
Pacman position: (4, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 4), (21, 16)],Ghosts distances: [None, 13, 18, 25]
Pacman position: (4, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 3), (18, 4), (21, 17)],Ghosts distances: [None, 11, 18, 27]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 3), (17, 4), (21, 18)],Ghosts distances: [None, 10, 16, 25]
Pacman position: (5, 7),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (18, 4), (21, 17)],Ghosts distances: [None, 10, 16, 27]
Pacman position: (6, 7),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 4), (18, 5), (21, 18)],Ghosts distances: [None, 8, 14, 27]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (17, 5), (22, 18)],Ghosts distances: [None, 10, 14, 27]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (18, 5), (23, 18)],Ghosts distances: [None, 11, 16, 25]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 4), (18, 6), (22, 18)],Ghosts distances: [None, 11, 16, 26]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 4), (18, 5), (22, 18)],Ghosts distances: [None, 10, 17, 25]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 4), (18, 5), (21, 18)],Ghosts distances: [None, 10, 17, 25]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (9, 4), (18, 5), (21, 18)],Ghosts distances: [None, 9, 17, 25]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (9, 3), (17, 5), (21, 18)],Ghosts distances: [None, 10, 16, 24]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (9, 4), (18, 5), (20, 18)],Ghosts distances: [None, 9, 17, 23]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (9, 5), (17, 5), (19, 18)],Ghosts distances: [None, 9, 17, 21]
Pacman position: (6, 10),Legal actions: ['South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (9, 4), (17, 4), (18, 18)],Ghosts distances: [None, 9, 17, 21]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (9, 4), (17, 5), (19, 18)],Ghosts distances: [None, 10, 17, 21]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (9, 3), (18, 5), (19, 17)],Ghosts distances: [None, 11, 18, 20]
