@relation 'training_tutorial-weka.filters.unsupervised.attribute.Remove-R7,20-24,26,28,30,32-33,35-37,39-41,43-45,47-50,52-56,58-62,64-68,70-75,77-83,85-91,93-99,101-108,110-118,120-128,130-138,140-143-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R3-6,23-38'

@attribute pacman-pos-x numeric
@attribute pacman-pos-y numeric
@attribute ghost1-live numeric
@attribute ghost2-live numeric
@attribute ghost3-live numeric
@attribute ghost4-live numeric
@attribute ghost1-pos-x numeric
@attribute ghost1-pos-y numeric
@attribute ghost2-pos-x numeric
@attribute ghost2-pos-y numeric
@attribute ghost3-pos-x numeric
@attribute ghost3-pos-y numeric
@attribute ghost4-pos-x numeric
@attribute ghost4-pos-y numeric
@attribute wall-x-y1 numeric
@attribute wall-x1-y numeric
@attribute wall-x-y-1 numeric
@attribute wall-x-1-y numeric
@attribute score numeric
@attribute direction {North,South,East,West,Stop}

@data
8,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,518,East
9,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,517,East
10,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,516,East
11,9,0,1,0,0,1,1,4,3,5,1,7,1,1,0,1,0,515,East
12,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,514,South
12,8,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,1,513,South
12,7,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,1,512,South
12,6,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,511,West
11,6,0,1,0,0,1,1,4,3,5,1,7,1,1,0,0,0,510,West
10,6,0,1,0,0,1,1,4,3,5,1,7,1,1,0,0,0,509,West
9,6,0,1,0,0,1,1,4,3,5,1,7,1,1,0,0,0,508,West
8,6,0,1,0,0,1,1,4,3,5,1,7,1,1,0,0,1,507,South
8,5,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,1,506,South
8,4,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,1,505,South
8,3,0,1,0,0,1,1,4,3,5,1,7,1,0,0,1,0,504,West
7,3,0,1,0,0,1,1,4,3,5,1,7,1,1,0,1,0,503,West
6,3,0,1,0,0,1,1,4,3,5,1,7,1,0,0,1,0,502,West
27,18,1,1,1,1,1,9,4,3,4,18,23,13,1,0,0,0,0,South
27,17,1,1,1,1,1,10,3,3,3,18,23,13,0,0,0,0,-1,South
27,16,1,1,1,1,1,10,3,3,4,18,23,14,0,0,0,0,-2,West
26,16,1,1,1,1,1,10,3,3,5,18,22,14,0,0,0,0,-3,South
26,15,1,1,1,1,1,10,2,3,6,18,21,14,0,0,0,0,-4,West
25,15,1,1,1,1,1,9,2,3,6,18,22,14,0,0,0,0,-5,South
25,14,1,1,1,1,1,10,2,3,6,17,23,14,0,0,0,0,-6,West
24,14,1,1,1,1,2,10,3,3,6,18,23,15,0,0,0,0,-7,South
24,13,1,1,1,1,3,10,4,3,5,18,22,15,0,0,0,0,-8,West
23,13,1,1,1,1,2,10,4,4,5,18,22,15,0,0,0,0,-9,North
23,14,1,1,1,1,3,10,3,4,6,18,22,15,0,0,0,0,-10,North
23,15,1,1,1,1,3,9,2,4,5,18,22,16,0,0,0,0,-11,West
22,15,1,1,1,1,4,9,2,4,6,18,23,16,0,0,0,1,-12,North
22,16,1,1,1,1,3,9,2,5,7,18,24,16,0,0,0,1,-13,East
23,16,1,1,1,1,2,9,2,4,7,17,24,15,0,0,0,0,-14,South
23,15,1,1,1,1,2,8,1,4,7,18,24,16,0,0,0,0,-15,East
24,15,1,1,1,1,1,8,1,4,7,18,25,16,0,0,0,0,-16,North
24,16,1,1,1,1,2,8,2,4,6,18,25,15,0,0,0,0,-17,East
25,16,1,1,1,1,2,9,2,4,6,18,25,15,0,0,0,0,-18,South
25,15,1,1,1,1,2,8,2,4,5,18,26,15,0,0,0,0,-19,East
26,15,1,1,1,0,2,8,2,3,4,18,7,1,0,0,0,0,180,West
25,15,1,1,1,0,1,8,2,4,3,18,7,1,0,0,0,0,179,West
24,15,1,1,1,0,1,9,2,4,3,18,7,1,0,0,0,0,178,West
23,15,1,1,1,0,1,8,2,4,4,18,7,1,0,0,0,0,177,West
22,15,1,1,1,0,1,8,3,4,3,18,7,1,0,0,0,1,176,South
22,14,1,1,1,0,1,9,3,5,2,18,7,1,0,0,0,0,175,West
21,14,1,1,1,0,1,10,4,5,3,18,7,1,1,0,0,0,174,West
20,14,1,1,1,0,1,9,4,6,3,18,7,1,0,0,0,0,173,West
19,14,1,1,1,0,1,10,3,6,3,17,7,1,0,0,0,0,172,West
18,14,1,1,1,0,1,10,3,5,3,18,7,1,0,0,0,0,171,West
17,14,1,1,1,0,2,10,2,5,3,17,7,1,0,0,0,0,170,West
16,14,1,1,1,0,3,10,3,5,3,17,7,1,0,0,0,1,169,North
16,15,1,1,1,0,2,10,3,5,3,18,7,1,0,0,0,0,168,West
15,15,1,1,1,0,1,10,3,6,4,18,7,1,0,0,1,0,167,West
14,15,1,1,1,0,2,10,3,6,4,17,7,1,0,0,0,0,166,West
13,15,1,1,1,0,2,10,3,5,3,17,7,1,1,0,0,0,165,West
12,15,1,1,1,0,3,10,3,4,4,17,7,1,1,0,0,0,164,West
11,15,1,1,1,0,2,10,4,4,4,18,7,1,1,0,0,1,163,South
11,14,1,1,1,0,2,9,5,4,4,18,7,1,0,0,0,1,162,South
11,13,1,1,1,0,1,9,6,4,3,18,7,1,0,0,0,1,161,South
11,12,1,1,1,0,1,9,6,3,3,18,7,1,0,0,1,0,160,West
10,12,1,1,1,0,1,9,6,4,3,17,7,1,1,0,1,0,159,West
9,12,1,1,1,0,1,8,6,4,2,17,7,1,0,0,1,0,158,North
9,13,1,1,1,0,1,9,6,3,2,17,7,1,0,1,0,0,157,North
9,14,1,1,1,0,1,8,6,3,2,18,7,1,0,1,0,0,156,West
8,14,1,1,1,0,1,9,7,3,3,18,7,1,0,0,0,0,155,North
8,15,1,1,1,0,1,10,6,3,3,18,7,1,1,0,0,0,154,West
7,15,1,1,1,0,2,10,5,3,3,18,7,1,1,0,0,0,153,West
6,15,1,1,1,0,2,9,5,4,3,17,7,1,1,0,0,0,152,West
5,15,1,1,1,0,3,9,5,5,4,17,7,1,1,0,0,0,151,West
4,15,1,1,1,0,4,9,5,6,4,18,7,1,1,0,0,0,150,West
3,15,1,1,1,0,3,9,5,6,5,18,7,1,1,0,0,0,149,West
2,15,1,1,1,0,3,9,6,6,5,18,7,1,0,0,0,0,148,North
2,16,1,1,1,0,3,8,5,6,5,17,7,1,0,1,0,0,147,North
2,17,1,1,1,0,2,8,5,6,5,18,7,1,0,0,0,0,146,East
3,17,1,1,1,0,3,8,4,6,6,18,7,1,0,0,1,0,145,North
3,18,1,1,1,0,4,8,4,6,7,18,7,1,1,0,0,0,144,East
4,18,1,1,1,0,4,8,4,6,7,17,7,1,1,0,0,0,143,East
5,18,1,1,1,0,4,8,4,6,6,17,7,1,1,0,0,0,142,East
6,18,1,1,1,0,3,8,4,6,7,17,7,1,1,0,0,0,141,South
6,17,1,1,1,0,4,8,4,5,8,17,7,1,0,0,1,0,140,East
7,17,1,1,1,0,5,8,4,5,9,17,7,1,0,0,1,0,139,East
8,17,1,1,1,0,5,8,4,5,9,18,7,1,0,0,1,0,138,East
9,17,1,1,1,0,6,8,4,4,9,18,7,1,0,0,1,0,137,North
9,18,1,1,0,0,7,8,4,4,5,1,7,1,1,0,0,0,336,South
9,17,1,1,0,0,6,8,4,4,5,1,7,1,0,0,1,0,335,West
8,17,1,1,0,0,6,9,4,3,5,1,7,1,0,0,1,0,334,West
7,17,1,1,0,0,6,10,3,3,5,1,7,1,0,0,1,0,333,West
6,17,1,1,0,0,6,10,2,3,5,1,7,1,0,0,1,0,332,West
5,17,1,1,0,0,7,10,1,3,5,1,7,1,0,0,1,0,331,West
4,17,1,1,0,0,7,9,1,3,5,1,7,1,0,0,1,0,330,West
3,17,1,1,0,0,6,9,1,3,5,1,7,1,0,0,1,0,329,West
2,17,1,1,0,0,5,9,1,4,5,1,7,1,0,0,0,0,328,South
2,16,1,1,0,0,4,9,2,4,5,1,7,1,0,1,0,0,327,South
2,15,1,1,0,0,4,9,2,3,5,1,7,1,0,0,0,0,326,South
2,14,1,1,0,0,4,9,1,3,5,1,7,1,0,0,0,0,325,South
2,13,1,1,0,0,4,10,1,4,5,1,7,1,0,0,0,0,324,South
2,12,1,1,0,0,4,9,2,4,5,1,7,1,0,0,1,0,323,East
3,12,1,1,0,0,5,9,1,4,5,1,7,1,0,0,1,0,322,East
4,12,1,1,0,0,4,9,1,5,5,1,7,1,0,0,1,0,321,East
5,12,1,1,0,0,3,9,1,5,5,1,7,1,0,0,1,0,320,East
6,12,1,1,0,0,3,9,1,5,5,1,7,1,0,0,1,0,319,East
7,12,1,1,0,0,3,10,1,4,5,1,7,1,0,0,1,0,318,East
8,12,1,1,0,0,3,10,1,4,5,1,7,1,0,0,1,0,317,East
9,12,1,1,0,0,4,10,1,3,5,1,7,1,0,0,1,0,316,East
10,12,1,1,0,0,3,10,1,3,5,1,7,1,1,0,1,0,315,East
11,12,1,1,0,0,3,10,1,4,5,1,7,1,0,0,1,0,314,East
12,12,1,1,0,0,2,10,1,3,5,1,7,1,0,0,0,0,313,South
12,11,1,1,0,0,2,9,1,3,5,1,7,1,0,0,0,1,312,South
12,10,1,1,0,0,2,10,2,3,5,1,7,1,0,0,0,1,311,South
12,9,1,1,0,0,3,10,2,4,5,1,7,1,0,0,0,0,310,West
11,9,1,1,0,0,2,10,2,3,5,1,7,1,1,0,1,0,309,West
10,9,1,1,0,0,3,10,1,3,5,1,7,1,0,0,0,0,308,West
9,9,1,1,0,0,2,10,2,3,5,1,7,1,0,0,0,0,307,West
8,9,1,1,0,0,2,10,2,3,5,1,7,1,0,0,0,0,306,South
8,8,1,1,0,0,3,10,3,3,5,1,7,1,0,0,1,0,305,West
7,8,1,1,0,0,3,10,4,3,5,1,7,1,0,0,1,0,304,West
6,8,1,1,0,0,3,10,4,3,5,1,7,1,0,0,1,0,303,West
5,8,1,1,0,0,3,9,4,3,5,1,7,1,0,0,1,0,302,North
5,9,1,1,0,0,3,8,4,4,5,1,7,1,0,0,0,0,301,West
4,9,1,1,0,0,4,8,4,3,5,1,7,1,0,0,0,0,300,North
4,10,1,1,0,0,4,9,4,3,5,1,7,1,1,0,0,0,299,West
3,10,1,1,0,0,5,9,4,3,5,1,7,1,1,0,0,0,298,East
4,10,1,1,0,0,5,8,3,3,5,1,7,1,1,0,0,0,297,South
4,9,1,1,0,0,4,8,4,3,5,1,7,1,0,0,0,0,296,East
5,9,1,1,0,0,4,9,5,3,5,1,7,1,0,0,0,0,295,West
4,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,494,East
5,9,0,1,0,0,1,1,3,3,5,1,7,1,0,0,0,0,493,East
6,9,0,1,0,0,1,1,3,3,5,1,7,1,0,0,0,0,492,East
7,9,0,1,0,0,1,1,2,3,5,1,7,1,0,0,0,0,491,East
8,9,0,1,0,0,1,1,1,3,5,1,7,1,0,0,0,0,490,East
9,9,0,1,0,0,1,1,1,3,5,1,7,1,0,0,0,0,489,East
10,9,0,1,0,0,1,1,2,3,5,1,7,1,0,0,0,0,488,East
11,9,0,1,0,0,1,1,2,4,5,1,7,1,1,0,1,0,487,East
12,9,0,1,0,0,1,1,1,4,5,1,7,1,0,0,0,0,486,South
12,8,0,1,0,0,1,1,1,4,5,1,7,1,0,0,0,1,485,South
12,7,0,1,0,0,1,1,1,5,5,1,7,1,0,0,0,1,484,South
12,6,0,1,0,0,1,1,2,5,5,1,7,1,0,0,0,0,483,West
11,6,0,1,0,0,1,1,1,5,5,1,7,1,1,0,0,0,482,West
10,6,0,1,0,0,1,1,1,5,5,1,7,1,1,0,0,0,481,West
9,6,0,1,0,0,1,1,1,6,5,1,7,1,1,0,0,0,480,West
8,6,0,1,0,0,1,1,1,5,5,1,7,1,1,0,0,1,479,South
8,5,0,1,0,0,1,1,1,4,5,1,7,1,0,0,0,1,478,South
8,4,0,1,0,0,1,1,2,4,5,1,7,1,0,0,0,1,477,South
8,3,0,1,0,0,1,1,2,5,5,1,7,1,0,0,1,0,476,West
7,3,0,1,0,0,1,1,1,5,5,1,7,1,1,0,1,0,475,West
6,3,0,1,0,0,1,1,2,5,5,1,7,1,0,0,1,0,474,West
5,3,0,1,0,0,1,1,3,5,5,1,7,1,0,0,1,0,473,West
4,3,0,1,0,0,1,1,4,5,5,1,7,1,0,0,1,0,472,North
4,4,0,1,0,0,1,1,5,5,5,1,7,1,0,0,0,0,471,North
4,5,0,1,0,0,1,1,6,5,5,1,7,1,0,0,0,0,470,East
1,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,1,0,East
2,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-1,East
3,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-2,East
4,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-3,East
5,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-4,East
6,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-5,East
7,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-6,East
8,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-7,East
9,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-8,East
10,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-9,East
11,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-10,East
12,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,0,0,-11,South
12,17,1,1,1,1,1,9,1,16,23,11,28,3,0,0,0,1,-12,South
12,16,1,1,1,1,1,9,1,16,23,11,28,3,0,0,1,0,-13,West
11,16,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-14,West
10,16,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-15,West
9,16,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-16,West
8,16,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-17,West
7,16,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-18,West
6,16,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-19,West
5,16,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-20,West
4,16,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,0,-21,West
3,16,1,1,1,1,1,9,1,16,23,11,28,3,1,0,0,0,-22,West
2,16,1,1,1,1,1,9,1,16,23,11,28,3,1,0,0,0,-23,West
1,16,1,0,1,1,1,9,3,1,23,11,28,3,1,0,0,1,176,South
1,15,1,0,1,1,1,9,3,1,23,11,28,3,0,0,0,1,175,South
1,14,1,0,1,1,1,9,3,1,23,11,28,3,0,0,1,1,174,East
2,14,1,0,1,1,1,9,3,1,23,11,28,3,0,0,1,0,173,East
3,14,1,0,1,1,1,9,3,1,23,11,28,3,0,0,1,0,172,East
4,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,171,East
5,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,170,East
6,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,169,East
7,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,168,East
8,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,167,East
9,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,166,East
10,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,165,East
11,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,164,East
12,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,163,East
13,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,162,East
14,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,161,East
15,14,1,0,1,1,1,9,3,1,23,11,28,3,1,0,0,0,160,South
15,13,1,0,1,1,1,9,3,1,23,11,28,3,0,0,0,1,159,South
15,12,1,0,1,1,1,9,3,1,23,11,28,3,0,0,1,0,158,West
14,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,157,West
13,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,156,West
12,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,155,West
11,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,154,West
10,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,153,West
9,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,152,West
8,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,151,West
7,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,150,West
6,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,149,West
5,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,148,West
4,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,1,0,147,West
3,12,1,0,1,1,1,9,3,1,23,11,28,3,1,0,0,0,146,South
3,11,1,0,1,1,1,9,3,1,23,11,28,3,0,1,0,0,145,South
3,10,1,0,1,1,1,9,3,1,23,11,28,3,0,0,0,0,144,West
2,10,1,0,1,1,1,9,3,1,23,11,28,3,0,0,0,0,143,South
2,9,1,0,1,1,1,9,3,1,23,11,28,3,0,0,0,0,142,West
1,9,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,1,341,East
2,9,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,340,East
3,9,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,339,East
4,9,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,338,East
5,9,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,337,East
6,9,0,0,1,1,1,1,3,1,23,11,28,3,0,1,0,0,336,South
6,8,0,0,1,1,1,1,3,1,23,11,28,3,0,1,0,0,335,South
6,7,0,0,1,1,1,1,3,1,23,11,28,3,0,1,0,0,334,South
6,6,0,0,1,1,1,1,3,1,23,11,28,3,0,0,1,0,333,East
7,6,0,0,1,1,1,1,3,1,23,11,28,3,1,0,1,0,332,East
8,6,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,331,East
9,6,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,330,East
10,6,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,329,East
11,6,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,328,East
12,6,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,327,East
13,6,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,326,East
14,6,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,325,East
15,6,0,0,1,1,1,1,3,1,23,11,28,3,1,0,1,0,324,East
16,6,0,0,1,1,1,1,3,1,23,11,28,3,1,0,1,0,323,East
17,6,0,0,1,1,1,1,3,1,23,11,28,3,1,0,0,0,322,East
18,6,0,0,1,1,1,1,3,1,23,11,28,3,1,0,0,0,321,East
19,6,0,0,1,1,1,1,3,1,23,11,28,3,1,0,0,0,320,East
20,6,0,0,1,1,1,1,3,1,23,11,28,3,1,0,0,0,319,East
21,6,0,0,1,1,1,1,3,1,23,11,28,3,1,0,1,0,318,East
22,6,0,0,1,1,1,1,3,1,23,11,28,3,1,0,1,0,317,East
23,6,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,316,North
23,7,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,1,315,North
23,8,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,314,North
23,9,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,1,313,North
23,10,0,0,1,1,1,1,3,1,23,11,28,3,0,0,0,0,312,North
23,11,0,0,0,1,1,1,3,1,5,1,28,3,1,0,0,0,511,South
23,10,0,0,0,1,1,1,3,1,5,1,28,3,0,0,0,0,510,South
23,9,0,0,0,1,1,1,3,1,5,1,28,3,0,0,0,1,509,South
23,8,0,0,0,1,1,1,3,1,5,1,28,3,0,0,0,0,508,South
23,7,0,0,0,1,1,1,3,1,5,1,28,3,0,0,0,1,507,East
24,7,0,0,0,1,1,1,3,1,5,1,28,3,0,0,0,0,506,South
24,6,0,0,0,1,1,1,3,1,5,1,28,3,0,0,0,0,505,East
25,6,0,0,0,1,1,1,3,1,5,1,28,3,0,0,0,0,504,South
25,5,0,0,0,1,1,1,3,1,5,1,28,3,0,0,0,0,503,East
26,5,0,0,0,1,1,1,3,1,5,1,28,3,0,0,0,0,502,South
26,4,0,0,0,1,1,1,3,1,5,1,28,3,0,1,0,0,501,South
26,3,0,0,0,1,1,1,3,1,5,1,28,3,0,0,1,0,500,East
1,18,1,1,1,1,1,9,1,16,23,11,28,3,1,0,1,1,0,East
2,18,1,1,1,1,1,8,1,15,23,10,28,3,1,0,1,0,-1,East
3,18,1,1,1,1,1,7,1,16,22,10,28,3,1,0,1,0,-2,East
4,18,1,1,1,1,2,7,1,15,21,10,27,3,1,0,1,0,-3,East
5,18,1,1,1,1,2,6,1,14,22,10,28,3,1,0,1,0,-4,East
6,18,1,1,1,1,1,6,2,14,21,10,28,3,1,0,1,0,-5,East
7,18,1,1,1,1,2,6,2,15,22,10,27,3,1,0,1,0,-6,East
8,18,1,1,1,1,2,5,2,15,23,10,28,3,1,0,1,0,-7,East
9,18,1,1,1,1,2,4,2,15,23,10,28,3,1,0,1,0,-8,East
10,18,1,1,1,1,2,3,2,16,23,10,28,3,1,0,1,0,-9,East
11,18,1,1,1,1,2,4,2,15,23,10,28,3,1,0,1,0,-10,East
12,18,1,1,1,1,2,4,1,15,22,10,28,3,1,0,0,0,-11,South
12,17,1,1,1,1,1,4,1,16,22,10,27,3,0,0,0,1,-12,South
12,16,1,1,1,1,2,4,1,16,21,10,27,3,0,0,1,0,-13,West
11,16,1,1,1,1,2,4,1,16,20,10,28,3,1,0,1,0,-14,West
10,16,1,1,1,1,2,5,2,16,20,11,28,3,1,0,1,0,-15,West
9,16,1,1,1,1,1,5,2,15,20,11,27,3,1,0,1,0,-16,West
8,16,1,1,1,1,1,5,1,15,20,12,27,3,1,0,1,0,-17,West
7,16,1,1,1,1,1,6,1,15,20,12,27,3,1,0,1,0,-18,West
6,16,1,1,1,1,1,7,2,15,19,12,26,3,1,0,1,0,-19,West
5,16,1,1,1,1,2,7,2,15,19,13,27,3,1,0,1,0,-20,West
4,16,1,1,1,1,2,8,2,15,20,13,27,3,1,0,1,0,-21,West
3,16,1,1,1,1,2,8,2,15,20,14,27,3,1,0,0,0,-22,West
2,16,1,1,1,1,2,9,3,15,19,14,26,3,1,0,0,0,-23,West
1,16,1,1,1,1,2,8,3,16,20,14,26,3,1,0,0,1,-24,East
2,16,1,0,1,1,1,8,3,1,20,13,27,3,1,0,0,0,175,East
3,16,1,0,1,1,2,8,3,1,19,13,28,3,1,0,0,0,174,South
3,15,1,0,1,1,2,7,3,1,19,13,28,3,0,1,0,0,173,South
3,14,1,0,1,1,2,7,3,1,19,13,27,3,0,0,1,0,172,East
4,14,1,0,1,1,2,8,3,1,19,14,28,3,1,0,1,0,171,East
5,14,1,0,1,1,2,9,3,1,19,14,27,3,1,0,1,0,170,East
6,14,1,0,1,1,2,8,3,1,19,14,26,3,1,0,1,0,169,East
7,14,1,0,1,1,3,8,3,1,19,14,27,3,1,0,1,0,168,East
8,14,1,0,1,1,2,8,3,1,19,13,26,3,1,0,1,0,167,East
9,14,1,0,1,1,2,8,3,1,19,13,25,3,1,0,1,0,166,East
10,14,1,0,1,1,2,8,3,1,19,12,25,3,1,0,1,0,165,East
11,14,1,0,1,1,2,7,3,1,19,13,26,3,1,0,1,0,164,East
12,14,1,0,1,1,2,8,3,1,19,13,26,3,1,0,1,0,163,East
13,14,1,0,1,1,2,8,3,1,19,13,25,3,1,0,1,0,162,East
14,14,1,0,1,1,2,9,3,1,19,14,26,3,1,0,1,0,161,East
15,14,1,0,1,1,2,8,3,1,19,14,26,4,1,0,0,0,160,South
15,13,1,0,1,1,3,8,3,1,19,13,26,4,0,0,0,1,159,South
15,12,1,0,1,1,2,8,3,1,19,14,26,3,0,0,1,0,158,West
14,12,1,0,1,1,2,7,3,1,19,13,27,3,1,0,1,0,157,West
13,12,1,0,1,1,2,6,3,1,19,13,26,3,1,0,1,0,156,West
12,12,1,0,1,1,3,6,3,1,19,12,27,3,1,0,1,0,155,West
11,12,1,0,1,1,2,6,3,1,19,11,27,3,1,0,1,0,154,West
10,12,1,0,1,1,3,6,3,1,19,11,28,3,1,0,1,0,153,West
9,12,1,0,1,1,3,7,3,1,20,11,28,3,1,0,1,0,152,West
8,12,1,0,1,1,3,6,3,1,20,10,27,3,1,0,1,0,151,West
7,12,1,0,1,1,3,6,3,1,20,11,26,3,1,0,1,0,150,West
6,12,1,0,1,1,2,6,3,1,19,11,26,4,1,0,1,0,149,West
5,12,1,0,1,1,2,7,3,1,19,10,25,4,1,0,1,0,148,West
4,12,1,0,1,1,2,7,3,1,19,10,25,3,1,0,1,0,147,West
3,12,1,0,1,1,1,7,3,1,19,11,24,3,1,0,0,0,146,South
3,11,1,0,1,1,1,7,3,1,19,11,23,3,0,1,0,0,145,South
3,10,1,0,1,1,1,6,3,1,19,10,22,3,0,0,0,0,144,South
3,9,1,0,1,1,1,6,3,1,20,10,22,3,0,0,0,0,143,South
3,8,1,0,1,1,1,6,3,1,21,10,22,3,0,0,0,0,142,West
2,8,1,0,1,1,1,7,3,1,21,10,21,3,0,0,0,0,141,South
2,7,1,0,1,1,1,8,3,1,21,10,20,3,0,0,0,0,140,West
1,7,1,0,1,1,1,9,3,1,20,10,21,3,0,0,0,1,139,North
1,8,1,0,1,1,2,9,3,1,20,10,21,3,0,0,0,1,138,North
1,9,0,0,1,1,1,1,3,1,21,10,21,4,0,0,0,1,337,East
2,9,0,0,1,1,1,1,3,1,21,10,22,4,0,0,0,0,336,East
3,9,0,0,1,1,1,1,3,1,20,10,23,4,0,0,0,0,335,East
4,9,0,0,1,1,1,1,3,1,21,10,22,4,0,0,0,0,334,East
5,9,0,0,1,1,1,1,3,1,20,10,22,4,0,0,0,0,333,East
6,9,0,0,1,1,1,1,3,1,20,11,23,4,0,1,0,0,332,South
6,8,0,0,1,1,1,1,3,1,19,11,23,5,0,1,0,0,331,South
6,7,0,0,1,1,1,1,3,1,19,10,23,4,0,1,0,0,330,South
6,6,0,0,1,1,1,1,3,1,20,10,23,3,0,0,1,0,329,East
7,6,0,0,1,1,1,1,3,1,20,10,23,4,1,0,1,0,328,East
8,6,0,0,1,1,1,1,3,1,21,10,24,4,0,0,0,0,327,East
9,6,0,0,1,1,1,1,3,1,22,10,24,5,0,0,0,0,326,East
10,6,0,0,1,1,1,1,3,1,22,11,24,4,0,0,0,0,325,East
11,6,0,0,1,1,1,1,3,1,23,11,25,4,0,0,0,0,324,East
12,6,0,0,1,1,1,1,3,1,23,11,24,4,0,0,0,0,323,East
13,6,0,0,1,1,1,1,3,1,23,10,24,3,0,0,0,0,322,East
14,6,0,0,1,1,1,1,3,1,22,10,23,3,0,0,0,0,321,East
15,6,0,0,1,1,1,1,3,1,21,10,23,4,1,0,1,0,320,East
16,6,0,0,1,1,1,1,3,1,20,10,22,4,1,0,1,0,319,East
17,6,0,0,1,1,1,1,3,1,21,10,21,4,1,0,0,0,318,East
18,6,0,0,1,1,1,1,3,1,20,10,21,4,1,0,0,0,317,East
19,6,0,0,1,1,1,1,3,1,19,10,22,4,1,0,0,0,316,East
20,6,0,0,1,1,1,1,3,1,19,11,22,3,1,0,0,0,315,East
21,6,0,0,1,1,1,1,3,1,19,10,22,3,1,0,1,0,314,East
